1,pitch,0.000000,roll,0.000000,x,1.000000,y,2.000000,yaw,0.000000,z,3.000000
1,pitch,0.000000,roll,0.000000,x,1.000000,y,2.000000,yaw,0.000000,z,3.000000
1,pitch,0.000000,roll,0.000000,x,1.000000,y,2.000000,yaw,0.000000,z,3.000000
1,pitch,0.000000,roll,0.000000,x,1.000000,y,2.000000,yaw,0.000000,z,3.000000
1,pitch,0.000000,roll,0.000000,x,1.000000,y,2.000000,yaw,0.000000,z,3.000000
1,pitch,0.000000,roll,0.000000,x,1.000000,y,2.000000,yaw,0.000000,z,3.000000
2,pitch,0.000000,roll,0.000000,x,1.000000,y,2.000000,yaw,0.000000,z,3.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
2,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
3,pitch,0.000000,roll,0.000000,x,2.000000,y,4.000000,yaw,0.000000,z,6.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
3,pitch,0.000000,roll,0.000000,x,3.000000,y,6.000000,yaw,0.000000,z,9.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
4,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
5,pitch,0.000000,roll,0.000000,x,4.000000,y,8.000000,yaw,0.000000,z,12.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
5,pitch,0.000000,roll,0.000000,x,5.000000,y,10.000000,yaw,0.000000,z,15.000000
